V_A,V_B,T_B
0.28295904885034245,2.0814187511703337,39.44298209459525
0.28058547744230267,2.079368767676427,39.407311662687704
0.27822190323226975,2.077315900100056,39.37157513981059
0.27586832622024376,2.075260161936839,39.33577239554742
0.2735247464062247,2.073201566655624,39.29990329887314
0.2711911637902125,2.0711401276985617,39.26396771815296
0.26886757837220726,2.069075858481188,39.22796552114122
0.2665539901522089,2.067008772392498,39.19189657498023
0.2642503991302174,2.0649388827950217,39.15576074619905
0.2619568053062329,2.062866203024904,39.11955790071233
0.25967320868025523,2.060790746391977,39.083287903819055
0.2573996092522845,2.058712526179838,39.04695062020134
0.25513600702232064,2.0566315556459225,39.01054591392316
0.2528824019903637,2.0545478480215826,38.97407364842907
0.2506387941564137,2.052461416512159,38.937533686542956
0.2484051835204706,2.050372274297056,38.900925890466716
0.2461815700825344,2.0482804345298162,38.86425012177894
0.2439679538426051,2.0461859103381936,38.82750624143357
0.2417643348006827,2.0440887148242277,38.79069410975857
0.23957071295676724,2.0419888610643167,38.753813586454555
0.23738708831085867,2.039886362109289,38.7168645305934
0.235213460862957,2.037781230984478,38.679846800616836
0.23304983061306223,2.035673480689793,38.642760254335066
0.23089619756117438,2.033563124199791,38.6056047489253
0.22875256170729344,2.0314501744637488,38.56838014093032
0.2266189230514194,2.029334644405735,38.53108628625702
0.22449528159355225,2.0272165469246803,38.49372304017492
0.22238163733369204,2.025095894894448,38.45629025731467
0.22027799027183873,2.022972701163906,38.41878779166654
0.2181843404079923,2.0208469785569942,38.381215496578875
0.2161006877421528,2.018718739872799,38.34357322475658
0.21402703227432018,2.016587997885617,38.30586082825953
0.2119633740044945,2.0144547653450307,38.268078158501005
0.2099097129326757,2.0123190549759724,38.23022506624607
0.20786604905886383,2.010180879478796,38.192301401609996
0.20583238238305884,2.0080402515293443,38.154307014056606
0.20380871290526079,2.005897183779017,38.11624175239665
0.20179504062546963,2.00375168885484,38.07810546478612
0.19979136554368537,2.0016037793595323,38.03989799872459
0.19779768765990802,1.999453467871573,38.001619201053515
0.1958140069741376,1.997300766945269,37.9632689179545
0.19384032348637406,1.9951456891108217,37.924846994947615
0.19187663719661743,1.9929882468743936,37.8863532768896
0.1899229481048677,1.9908284527181748,37.84778760797214
0.1879792562111249,1.9886663191004486,37.80914983172005
0.186045561515389,1.9865018584556577,37.77043979098952
0.18412186401766,1.98433508319447,37.73165732796628
0.1822081637179379,1.9821660057038428,37.69280228416376
0.18030446061622274,1.9799946383470894,37.65387450042127
0.17841075471251447,1.9778209934639424,37.614873816902104
0.1765270460068131,1.9756450833706187,37.5758000730917
0.17465333449911863,1.973466920359884,37.53665310779569
0.17278962018943106,1.9712865167011167,37.49743275913805
0.17093590307775042,1.9691038846403708,37.458138864559096
0.16909218316407668,1.9669190364004407,37.4187712608136
0.16725846044840983,1.9647319841809237,37.379329783968785
0.1654347349307499,1.9625427401582827,37.33981426940236
0.16362100661109688,1.9603513164859092,37.300224551800504
0.16181727548945077,1.958157725294186,37.260560465155855
0.16002354156581156,1.9559619786905489,37.22082184276549
0.15823980484017924,1.953764088759549,37.18100851722885
0.15646606531255386,1.9515640675629147,37.14112032044567
0.15470232298293538,1.949361927139612,37.10115708361393
0.1529485778513238,1.9471576795059076,37.06111863722769
0.1512048299177191,1.9449513366554279,37.021004811075024
0.14947107918212135,1.942742910559221,36.980815434235836
0.1477473256445305,1.9405324131658175,36.940550335079735
0.14603356930494654,1.9383198564012891,36.90020934126384
0.1443298101633695,1.9361052521693105,36.8597922797306
0.14263604821979936,1.933888612351218,36.819298976705575
0.14095228347423613,1.9316699488060698,36.778729257695204
0.1392785159266798,1.9294492733707045,36.73808294748457
0.13761474557713038,1.9272265978598009,36.69735987013514
0.13596097242558788,1.9250019340659366,36.65655984898245
0.13431719647205229,1.9227752937596467,36.61568270663384
0.1326834177165236,1.9205466886894824,36.574728264966126
0.1310596361590018,1.9183161305820686,36.53369634512326
0.1294458517994869,1.9160836311421623,36.49258676751397
0.12784206463797892,1.9138492020527105,36.4513993518094
0.12624827467447786,1.911612854974907,36.41013391694071
0.12466448190898369,1.9093746015482502,36.36879028109666
0.12309068634149643,1.9071344533906005,36.3273682617212
0.12152688797201608,1.9048924220982362,36.285867675511
0.11997308680054264,1.9026485192459108,36.244288338413014
0.1184292828270761,1.9004027563869093,36.202630065621975
0.11689547605161647,1.8981551450531038,36.160892671577884
0.11537166647416375,1.8959056967550105,36.11907596996352
0.11385785409471794,1.8936544229818448,36.07717977370187
0.11235403891327903,1.8914013352015766,36.03520389495359
0.11086022092984703,1.889146444860986,35.993148145114404
0.10937640014442193,1.8868897633857187,35.95101233481254
